N,Fecha,Ciudad,Valor,Variable,Tipo,Escenario
191,8/09/2020,Bogotá D.C.,229851.9747,Total,LS,Base
192,9/09/2020,Bogotá D.C.,231411.3982,Total,LS,Base
188,5/09/2020,Bogotá D.C.,221944.9249,Total,LI,Base
189,6/09/2020,Bogotá D.C.,224482.5553,Total,LI,Base
190,7/09/2020,Bogotá D.C.,226758.7504,Total,LI,Base
191,8/09/2020,Bogotá D.C.,228704.9873,Total,LI,Base
192,9/09/2020,Bogotá D.C.,230264.4107,Total,LI,Base
0,27/02/2020,Bogotá D.C.,1,Nuevos,Real,Base
1,28/02/2020,Bogotá D.C.,1,Nuevos,Real,Base
2,1/03/2020,Bogotá D.C.,3,Nuevos,Real,Base
3,4/03/2020,Bogotá D.C.,1,Nuevos,Real,Base
4,5/03/2020,Bogotá D.C.,5,Nuevos,Real,Base
5,6/03/2020,Bogotá D.C.,6,Nuevos,Real,Base
6,7/03/2020,Bogotá D.C.,10,Nuevos,Real,Base
7,8/03/2020,Bogotá D.C.,5,Nuevos,Real,Base
8,9/03/2020,Bogotá D.C.,5,Nuevos,Real,Base
9,10/03/2020,Bogotá D.C.,11,Nuevos,Real,Base
10,11/03/2020,Bogotá D.C.,15,Nuevos,Real,Base
11,12/03/2020,Bogotá D.C.,19,Nuevos,Real,Base
12,13/03/2020,Bogotá D.C.,26,Nuevos,Real,Base
13,14/03/2020,Bogotá D.C.,34,Nuevos,Real,Base
14,15/03/2020,Bogotá D.C.,55,Nuevos,Real,Base
15,16/03/2020,Bogotá D.C.,62,Nuevos,Real,Base
16,17/03/2020,Bogotá D.C.,59,Nuevos,Real,Base
17,18/03/2020,Bogotá D.C.,53,Nuevos,Real,Base
18,19/03/2020,Bogotá D.C.,86,Nuevos,Real,Base
19,20/03/2020,Bogotá D.C.,85,Nuevos,Real,Base
20,21/03/2020,Bogotá D.C.,80,Nuevos,Real,Base
21,22/03/2020,Bogotá D.C.,59,Nuevos,Real,Base
22,23/03/2020,Bogotá D.C.,62,Nuevos,Real,Base
23,24/03/2020,Bogotá D.C.,50,Nuevos,Real,Base
24,25/03/2020,Bogotá D.C.,77,Nuevos,Real,Base
25,26/03/2020,Bogotá D.C.,69,Nuevos,Real,Base
26,27/03/2020,Bogotá D.C.,79,Nuevos,Real,Base
27,28/03/2020,Bogotá D.C.,74,Nuevos,Real,Base
28,29/03/2020,Bogotá D.C.,64,Nuevos,Real,Base
29,30/03/2020,Bogotá D.C.,64,Nuevos,Real,Base
30,31/03/2020,Bogotá D.C.,50,Nuevos,Real,Base
31,1/04/2020,Bogotá D.C.,88,Nuevos,Real,Base
32,2/04/2020,Bogotá D.C.,59,Nuevos,Real,Base
33,3/04/2020,Bogotá D.C.,59,Nuevos,Real,Base
34,4/04/2020,Bogotá D.C.,91,Nuevos,Real,Base
35,5/04/2020,Bogotá D.C.,71,Nuevos,Real,Base
36,6/04/2020,Bogotá D.C.,93,Nuevos,Real,Base
37,7/04/2020,Bogotá D.C.,59,Nuevos,Real,Base
38,8/04/2020,Bogotá D.C.,74,Nuevos,Real,Base
39,9/04/2020,Bogotá D.C.,64,Nuevos,Real,Base
40,10/04/2020,Bogotá D.C.,103,Nuevos,Real,Base
41,11/04/2020,Bogotá D.C.,76,Nuevos,Real,Base
42,12/04/2020,Bogotá D.C.,75,Nuevos,Real,Base
43,13/04/2020,Bogotá D.C.,61,Nuevos,Real,Base
44,14/04/2020,Bogotá D.C.,70,Nuevos,Real,Base
45,15/04/2020,Bogotá D.C.,85,Nuevos,Real,Base
46,16/04/2020,Bogotá D.C.,127,Nuevos,Real,Base
47,17/04/2020,Bogotá D.C.,75,Nuevos,Real,Base
48,18/04/2020,Bogotá D.C.,105,Nuevos,Real,Base
49,19/04/2020,Bogotá D.C.,87,Nuevos,Real,Base
50,20/04/2020,Bogotá D.C.,120,Nuevos,Real,Base
51,21/04/2020,Bogotá D.C.,85,Nuevos,Real,Base
52,22/04/2020,Bogotá D.C.,77,Nuevos,Real,Base
53,23/04/2020,Bogotá D.C.,102,Nuevos,Real,Base
54,24/04/2020,Bogotá D.C.,88,Nuevos,Real,Base
55,25/04/2020,Bogotá D.C.,102,Nuevos,Real,Base
56,26/04/2020,Bogotá D.C.,124,Nuevos,Real,Base
57,27/04/2020,Bogotá D.C.,105,Nuevos,Real,Base
58,28/04/2020,Bogotá D.C.,146,Nuevos,Real,Base
59,29/04/2020,Bogotá D.C.,111,Nuevos,Real,Base
60,30/04/2020,Bogotá D.C.,114,Nuevos,Real,Base
61,1/05/2020,Bogotá D.C.,209,Nuevos,Real,Base
62,2/05/2020,Bogotá D.C.,154,Nuevos,Real,Base
63,3/05/2020,Bogotá D.C.,149,Nuevos,Real,Base
64,4/05/2020,Bogotá D.C.,151,Nuevos,Real,Base
65,5/05/2020,Bogotá D.C.,198,Nuevos,Real,Base
66,6/05/2020,Bogotá D.C.,229,Nuevos,Real,Base
67,7/05/2020,Bogotá D.C.,166,Nuevos,Real,Base
68,8/05/2020,Bogotá D.C.,219,Nuevos,Real,Base
69,9/05/2020,Bogotá D.C.,220,Nuevos,Real,Base
70,10/05/2020,Bogotá D.C.,327,Nuevos,Real,Base
71,11/05/2020,Bogotá D.C.,281,Nuevos,Real,Base
72,12/05/2020,Bogotá D.C.,275,Nuevos,Real,Base
73,13/05/2020,Bogotá D.C.,315,Nuevos,Real,Base
74,14/05/2020,Bogotá D.C.,293,Nuevos,Real,Base
75,15/05/2020,Bogotá D.C.,292,Nuevos,Real,Base
76,16/05/2020,Bogotá D.C.,297,Nuevos,Real,Base
77,17/05/2020,Bogotá D.C.,307,Nuevos,Real,Base
78,18/05/2020,Bogotá D.C.,395,Nuevos,Real,Base
79,19/05/2020,Bogotá D.C.,410,Nuevos,Real,Base
80,20/05/2020,Bogotá D.C.,456,Nuevos,Real,Base
81,21/05/2020,Bogotá D.C.,303,Nuevos,Real,Base
82,22/05/2020,Bogotá D.C.,389,Nuevos,Real,Base
83,23/05/2020,Bogotá D.C.,395,Nuevos,Real,Base
84,24/05/2020,Bogotá D.C.,353,Nuevos,Real,Base
85,25/05/2020,Bogotá D.C.,468,Nuevos,Real,Base
86,26/05/2020,Bogotá D.C.,384,Nuevos,Real,Base
87,27/05/2020,Bogotá D.C.,410,Nuevos,Real,Base
88,28/05/2020,Bogotá D.C.,436,Nuevos,Real,Base
89,29/05/2020,Bogotá D.C.,450,Nuevos,Real,Base
90,30/05/2020,Bogotá D.C.,404,Nuevos,Real,Base
91,31/05/2020,Bogotá D.C.,445,Nuevos,Real,Base
92,1/06/2020,Bogotá D.C.,691,Nuevos,Real,Base
93,2/06/2020,Bogotá D.C.,594,Nuevos,Real,Base
94,3/06/2020,Bogotá D.C.,478,Nuevos,Real,Base
95,4/06/2020,Bogotá D.C.,475,Nuevos,Real,Base
96,5/06/2020,Bogotá D.C.,641,Nuevos,Real,Base
97,6/06/2020,Bogotá D.C.,649,Nuevos,Real,Base
98,7/06/2020,Bogotá D.C.,502,Nuevos,Real,Base
99,8/06/2020,Bogotá D.C.,691,Nuevos,Real,Base
100,9/06/2020,Bogotá D.C.,600,Nuevos,Real,Base
101,10/06/2020,Bogotá D.C.,897,Nuevos,Real,Base
102,11/06/2020,Bogotá D.C.,811,Nuevos,Real,Base
103,12/06/2020,Bogotá D.C.,843,Nuevos,Real,Base
104,13/06/2020,Bogotá D.C.,687,Nuevos,Real,Base
105,14/06/2020,Bogotá D.C.,624,Nuevos,Real,Base
106,15/06/2020,Bogotá D.C.,849,Nuevos,Real,Base
107,16/06/2020,Bogotá D.C.,1059,Nuevos,Real,Base
108,17/06/2020,Bogotá D.C.,1202,Nuevos,Real,Base
109,18/06/2020,Bogotá D.C.,1229,Nuevos,Real,Base
110,19/06/2020,Bogotá D.C.,1396,Nuevos,Real,Base
111,20/06/2020,Bogotá D.C.,1602,Nuevos,Real,Base
112,21/06/2020,Bogotá D.C.,1143,Nuevos,Real,Base
113,22/06/2020,Bogotá D.C.,1183,Nuevos,Real,Base
114,23/06/2020,Bogotá D.C.,1493,Nuevos,Real,Base
115,24/06/2020,Bogotá D.C.,1614,Nuevos,Real,Base
116,25/06/2020,Bogotá D.C.,1737,Nuevos,Real,Base
117,26/06/2020,Bogotá D.C.,2007,Nuevos,Real,Base
118,27/06/2020,Bogotá D.C.,2148,Nuevos,Real,Base
119,28/06/2020,Bogotá D.C.,1745,Nuevos,Real,Base
120,29/06/2020,Bogotá D.C.,1497,Nuevos,Real,Base
121,30/06/2020,Bogotá D.C.,2008,Nuevos,Real,Base
122,1/07/2020,Bogotá D.C.,2780,Nuevos,Real,Base
123,2/07/2020,Bogotá D.C.,2405,Nuevos,Real,Base
124,3/07/2020,Bogotá D.C.,2589,Nuevos,Real,Base
125,4/07/2020,Bogotá D.C.,2477,Nuevos,Real,Base
126,5/07/2020,Bogotá D.C.,2090,Nuevos,Real,Base
127,6/07/2020,Bogotá D.C.,2678,Nuevos,Real,Base
128,7/07/2020,Bogotá D.C.,2531,Nuevos,Real,Base
129,8/07/2020,Bogotá D.C.,2623,Nuevos,Real,Base
130,9/07/2020,Bogotá D.C.,2438,Nuevos,Real,Base
131,10/07/2020,Bogotá D.C.,3405,Nuevos,Real,Base
132,11/07/2020,Bogotá D.C.,2433,Nuevos,Real,Base
133,12/07/2020,Bogotá D.C.,2592,Nuevos,Real,Base
134,13/07/2020,Bogotá D.C.,3161,Nuevos,Real,Base
135,14/07/2020,Bogotá D.C.,3262,Nuevos,Real,Base
136,15/07/2020,Bogotá D.C.,3099,Nuevos,Real,Base
137,16/07/2020,Bogotá D.C.,3256,Nuevos,Real,Base
138,17/07/2020,Bogotá D.C.,3402,Nuevos,Real,Base
139,18/07/2020,Bogotá D.C.,3368,Nuevos,Real,Base
140,19/07/2020,Bogotá D.C.,2948,Nuevos,Real,Base
141,20/07/2020,Bogotá D.C.,3253,Nuevos,Real,Base
142,21/07/2020,Bogotá D.C.,3467,Nuevos,Real,Base
143,22/07/2020,Bogotá D.C.,3581,Nuevos,Real,Base
144,23/07/2020,Bogotá D.C.,3306,Nuevos,Real,Base
145,24/07/2020,Bogotá D.C.,3594,Nuevos,Real,Base
146,25/07/2020,Bogotá D.C.,3135,Nuevos,Real,Base
147,26/07/2020,Bogotá D.C.,2415,Nuevos,Real,Base
148,27/07/2020,Bogotá D.C.,4151,Nuevos,Real,Base
149,28/07/2020,Bogotá D.C.,3587,Nuevos,Real,Base
150,29/07/2020,Bogotá D.C.,3704,Nuevos,Real,Base
151,30/07/2020,Bogotá D.C.,3428,Nuevos,Real,Base
152,31/07/2020,Bogotá D.C.,3387,Nuevos,Real,Base
153,1/08/2020,Bogotá D.C.,3818,Nuevos,Real,Base
154,2/08/2020,Bogotá D.C.,2649,Nuevos,Real,Base
155,3/08/2020,Bogotá D.C.,3503,Nuevos,Real,Base
156,4/08/2020,Bogotá D.C.,3262,Nuevos,Real,Base
157,5/08/2020,Bogotá D.C.,3218,Nuevos,Real,Base
158,6/08/2020,Bogotá D.C.,3366,Nuevos,Real,Base
159,7/08/2020,Bogotá D.C.,2469,Nuevos,Real,Base
160,8/08/2020,Bogotá D.C.,3033,Nuevos,Real,Base
161,9/08/2020,Bogotá D.C.,2221,Nuevos,Real,Base
162,10/08/2020,Bogotá D.C.,3533,Nuevos,Real,Base
163,11/08/2020,Bogotá D.C.,2966,Nuevos,Real,Base
164,12/08/2020,Bogotá D.C.,3501,Nuevos,Real,Base
165,13/08/2020,Bogotá D.C.,3201,Nuevos,Real,Base
166,14/08/2020,Bogotá D.C.,3057,Nuevos,Real,Base
167,15/08/2020,Bogotá D.C.,2620,Nuevos,Real,Base
168,16/08/2020,Bogotá D.C.,2070,Nuevos,Real,Base
169,17/08/2020,Bogotá D.C.,2067,Nuevos,Real,Base
170,18/08/2020,Bogotá D.C.,2788,Nuevos,Real,Base
171,19/08/2020,Bogotá D.C.,2668,Nuevos,Real,Base
172,20/08/2020,Bogotá D.C.,2562,Nuevos,Real,Base
173,21/08/2020,Bogotá D.C.,2327,Nuevos,Real,Base
174,22/08/2020,Bogotá D.C.,1984,Nuevos,Real,Base
175,23/08/2020,Bogotá D.C.,1524,Nuevos,Real,Base
176,24/08/2020,Bogotá D.C.,1754,Nuevos,Real,Base
177,25/08/2020,Bogotá D.C.,2214,Nuevos,Real,Base
178,26/08/2020,Bogotá D.C.,4468,Nuevos,Real,Base
179,27/08/2020,Bogotá D.C.,1771,Nuevos,Real,Base
180,28/08/2020,Bogotá D.C.,1649,Nuevos,Real,Base
0,27/02/2020,Bogotá D.C.,0.005324633,Nuevos,Ajuste,Base
1,28/02/2020,Bogotá D.C.,0.110373262,Nuevos,Ajuste,Base
2,1/03/2020,Bogotá D.C.,0.062034413,Nuevos,Ajuste,Base
3,4/03/2020,Bogotá D.C.,-0.016000264,Nuevos,Ajuste,Base
4,5/03/2020,Bogotá D.C.,-0.373437205,Nuevos,Ajuste,Base
5,6/03/2020,Bogotá D.C.,-0.29869728,Nuevos,Ajuste,Base
6,7/03/2020,Bogotá D.C.,0.283175712,Nuevos,Ajuste,Base
7,8/03/2020,Bogotá D.C.,0.094620539,Nuevos,Ajuste,Base
8,9/03/2020,Bogotá D.C.,-0.788518914,Nuevos,Ajuste,Base
9,10/03/2020,Bogotá D.C.,-1.307568584,Nuevos,Ajuste,Base
10,11/03/2020,Bogotá D.C.,0.31386476,Nuevos,Ajuste,Base
11,12/03/2020,Bogotá D.C.,2.013219394,Nuevos,Ajuste,Base
12,13/03/2020,Bogotá D.C.,0.608019136,Nuevos,Ajuste,Base
13,14/03/2020,Bogotá D.C.,-0.938060204,Nuevos,Ajuste,Base
14,15/03/2020,Bogotá D.C.,-1.39425633,Nuevos,Ajuste,Base
15,16/03/2020,Bogotá D.C.,-1.983012171,Nuevos,Ajuste,Base
16,17/03/2020,Bogotá D.C.,-3.286539477,Nuevos,Ajuste,Base
17,18/03/2020,Bogotá D.C.,-7.389182737,Nuevos,Ajuste,Base
18,19/03/2020,Bogotá D.C.,-8.475421733,Nuevos,Ajuste,Base
19,20/03/2020,Bogotá D.C.,-1.944018192,Nuevos,Ajuste,Base
20,21/03/2020,Bogotá D.C.,5.383721877,Nuevos,Ajuste,Base
21,22/03/2020,Bogotá D.C.,1.696677526,Nuevos,Ajuste,Base
22,23/03/2020,Bogotá D.C.,0.511109806,Nuevos,Ajuste,Base
23,24/03/2020,Bogotá D.C.,9.508601056,Nuevos,Ajuste,Base
24,25/03/2020,Bogotá D.C.,21.15011056,Nuevos,Ajuste,Base
25,26/03/2020,Bogotá D.C.,27.48648057,Nuevos,Ajuste,Base
26,27/03/2020,Bogotá D.C.,29.92250277,Nuevos,Ajuste,Base
27,28/03/2020,Bogotá D.C.,25.09544828,Nuevos,Ajuste,Base
28,29/03/2020,Bogotá D.C.,22.52518157,Nuevos,Ajuste,Base
29,30/03/2020,Bogotá D.C.,23.73305069,Nuevos,Ajuste,Base
30,31/03/2020,Bogotá D.C.,25.33107554,Nuevos,Ajuste,Base
31,1/04/2020,Bogotá D.C.,30.89920614,Nuevos,Ajuste,Base
32,2/04/2020,Bogotá D.C.,34.37936288,Nuevos,Ajuste,Base
33,3/04/2020,Bogotá D.C.,36.69868694,Nuevos,Ajuste,Base
34,4/04/2020,Bogotá D.C.,28.51671171,Nuevos,Ajuste,Base
35,5/04/2020,Bogotá D.C.,30.08434969,Nuevos,Ajuste,Base
36,6/04/2020,Bogotá D.C.,36.59110125,Nuevos,Ajuste,Base
37,7/04/2020,Bogotá D.C.,27.77652407,Nuevos,Ajuste,Base
38,8/04/2020,Bogotá D.C.,27.57659426,Nuevos,Ajuste,Base
39,9/04/2020,Bogotá D.C.,29.09822784,Nuevos,Ajuste,Base
40,10/04/2020,Bogotá D.C.,35.65100807,Nuevos,Ajuste,Base
41,11/04/2020,Bogotá D.C.,40.38082959,Nuevos,Ajuste,Base
42,12/04/2020,Bogotá D.C.,38.3846518,Nuevos,Ajuste,Base
43,13/04/2020,Bogotá D.C.,30.5051784,Nuevos,Ajuste,Base
44,14/04/2020,Bogotá D.C.,32.17676122,Nuevos,Ajuste,Base
45,15/04/2020,Bogotá D.C.,41.43660784,Nuevos,Ajuste,Base
46,16/04/2020,Bogotá D.C.,45.9994605,Nuevos,Ajuste,Base
47,17/04/2020,Bogotá D.C.,46.35662868,Nuevos,Ajuste,Base
48,18/04/2020,Bogotá D.C.,38.3538464,Nuevos,Ajuste,Base
49,19/04/2020,Bogotá D.C.,27.21501524,Nuevos,Ajuste,Base
50,20/04/2020,Bogotá D.C.,38.11596751,Nuevos,Ajuste,Base
51,21/04/2020,Bogotá D.C.,46.08307948,Nuevos,Ajuste,Base
52,22/04/2020,Bogotá D.C.,46.06465882,Nuevos,Ajuste,Base
53,23/04/2020,Bogotá D.C.,44.55212891,Nuevos,Ajuste,Base
54,24/04/2020,Bogotá D.C.,52.06979777,Nuevos,Ajuste,Base
55,25/04/2020,Bogotá D.C.,64.33466701,Nuevos,Ajuste,Base
56,26/04/2020,Bogotá D.C.,59.82184642,Nuevos,Ajuste,Base
57,27/04/2020,Bogotá D.C.,60.68097254,Nuevos,Ajuste,Base
58,28/04/2020,Bogotá D.C.,62.19787139,Nuevos,Ajuste,Base
59,29/04/2020,Bogotá D.C.,57.78015483,Nuevos,Ajuste,Base
60,30/04/2020,Bogotá D.C.,63.43232582,Nuevos,Ajuste,Base
61,1/05/2020,Bogotá D.C.,63.08822692,Nuevos,Ajuste,Base
62,2/05/2020,Bogotá D.C.,73.51120366,Nuevos,Ajuste,Base
63,3/05/2020,Bogotá D.C.,85.03481692,Nuevos,Ajuste,Base
64,4/05/2020,Bogotá D.C.,64.72226675,Nuevos,Ajuste,Base
65,5/05/2020,Bogotá D.C.,73.36102848,Nuevos,Ajuste,Base
66,6/05/2020,Bogotá D.C.,101.5735303,Nuevos,Ajuste,Base
67,7/05/2020,Bogotá D.C.,110.6323321,Nuevos,Ajuste,Base
68,8/05/2020,Bogotá D.C.,104.4801312,Nuevos,Ajuste,Base
69,9/05/2020,Bogotá D.C.,101.060727,Nuevos,Ajuste,Base
70,10/05/2020,Bogotá D.C.,128.8384561,Nuevos,Ajuste,Base
71,11/05/2020,Bogotá D.C.,143.2643973,Nuevos,Ajuste,Base
72,12/05/2020,Bogotá D.C.,142.4897343,Nuevos,Ajuste,Base
73,13/05/2020,Bogotá D.C.,131.2324659,Nuevos,Ajuste,Base
74,14/05/2020,Bogotá D.C.,147.5142163,Nuevos,Ajuste,Base
75,15/05/2020,Bogotá D.C.,184.836301,Nuevos,Ajuste,Base
76,16/05/2020,Bogotá D.C.,196.4974794,Nuevos,Ajuste,Base
77,17/05/2020,Bogotá D.C.,216.8085117,Nuevos,Ajuste,Base
78,18/05/2020,Bogotá D.C.,244.1552592,Nuevos,Ajuste,Base
79,19/05/2020,Bogotá D.C.,264.0536361,Nuevos,Ajuste,Base
80,20/05/2020,Bogotá D.C.,278.9190782,Nuevos,Ajuste,Base
81,21/05/2020,Bogotá D.C.,274.8638026,Nuevos,Ajuste,Base
82,22/05/2020,Bogotá D.C.,278.3246863,Nuevos,Ajuste,Base
83,23/05/2020,Bogotá D.C.,302.4528544,Nuevos,Ajuste,Base
84,24/05/2020,Bogotá D.C.,370.5791564,Nuevos,Ajuste,Base
85,25/05/2020,Bogotá D.C.,404.0389303,Nuevos,Ajuste,Base
86,26/05/2020,Bogotá D.C.,408.5228475,Nuevos,Ajuste,Base
87,27/05/2020,Bogotá D.C.,444.180633,Nuevos,Ajuste,Base
88,28/05/2020,Bogotá D.C.,449.4217804,Nuevos,Ajuste,Base
89,29/05/2020,Bogotá D.C.,480.6963066,Nuevos,Ajuste,Base
90,30/05/2020,Bogotá D.C.,524.4431569,Nuevos,Ajuste,Base
91,31/05/2020,Bogotá D.C.,539.8729082,Nuevos,Ajuste,Base
92,1/06/2020,Bogotá D.C.,565.7361714,Nuevos,Ajuste,Base
93,2/06/2020,Bogotá D.C.,615.5464446,Nuevos,Ajuste,Base
94,3/06/2020,Bogotá D.C.,642.1215842,Nuevos,Ajuste,Base
95,4/06/2020,Bogotá D.C.,601.7403719,Nuevos,Ajuste,Base
96,5/06/2020,Bogotá D.C.,637.5393928,Nuevos,Ajuste,Base
97,6/06/2020,Bogotá D.C.,756.9561324,Nuevos,Ajuste,Base
98,7/06/2020,Bogotá D.C.,822.5661772,Nuevos,Ajuste,Base
99,8/06/2020,Bogotá D.C.,809.9611121,Nuevos,Ajuste,Base
100,9/06/2020,Bogotá D.C.,828.5147808,Nuevos,Ajuste,Base
101,10/06/2020,Bogotá D.C.,922.820643,Nuevos,Ajuste,Base
102,11/06/2020,Bogotá D.C.,955.7323677,Nuevos,Ajuste,Base
103,12/06/2020,Bogotá D.C.,985.9748481,Nuevos,Ajuste,Base
104,13/06/2020,Bogotá D.C.,984.5439064,Nuevos,Ajuste,Base
105,14/06/2020,Bogotá D.C.,1016.618232,Nuevos,Ajuste,Base
106,15/06/2020,Bogotá D.C.,1111.092621,Nuevos,Ajuste,Base
107,16/06/2020,Bogotá D.C.,1224.279675,Nuevos,Ajuste,Base
108,17/06/2020,Bogotá D.C.,1331.098383,Nuevos,Ajuste,Base
109,18/06/2020,Bogotá D.C.,1322.370245,Nuevos,Ajuste,Base
110,19/06/2020,Bogotá D.C.,1274.06981,Nuevos,Ajuste,Base
111,20/06/2020,Bogotá D.C.,1285.579395,Nuevos,Ajuste,Base
112,21/06/2020,Bogotá D.C.,1361.697051,Nuevos,Ajuste,Base
113,22/06/2020,Bogotá D.C.,1414.138886,Nuevos,Ajuste,Base
114,23/06/2020,Bogotá D.C.,1451.167186,Nuevos,Ajuste,Base
115,24/06/2020,Bogotá D.C.,1671.781752,Nuevos,Ajuste,Base
116,25/06/2020,Bogotá D.C.,1849.178997,Nuevos,Ajuste,Base
117,26/06/2020,Bogotá D.C.,1814.470236,Nuevos,Ajuste,Base
118,27/06/2020,Bogotá D.C.,1805.54896,Nuevos,Ajuste,Base
119,28/06/2020,Bogotá D.C.,1858.119178,Nuevos,Ajuste,Base
120,29/06/2020,Bogotá D.C.,1871.357356,Nuevos,Ajuste,Base
121,30/06/2020,Bogotá D.C.,1918.390414,Nuevos,Ajuste,Base
122,1/07/2020,Bogotá D.C.,2162.679729,Nuevos,Ajuste,Base
123,2/07/2020,Bogotá D.C.,2426.177891,Nuevos,Ajuste,Base
124,3/07/2020,Bogotá D.C.,2366.709954,Nuevos,Ajuste,Base
125,4/07/2020,Bogotá D.C.,2133.546738,Nuevos,Ajuste,Base
126,5/07/2020,Bogotá D.C.,2237.68387,Nuevos,Ajuste,Base
127,6/07/2020,Bogotá D.C.,2430.903766,Nuevos,Ajuste,Base
128,7/07/2020,Bogotá D.C.,2570.585828,Nuevos,Ajuste,Base
129,8/07/2020,Bogotá D.C.,2801.351015,Nuevos,Ajuste,Base
130,9/07/2020,Bogotá D.C.,2786.192586,Nuevos,Ajuste,Base
131,10/07/2020,Bogotá D.C.,2771.329903,Nuevos,Ajuste,Base
132,11/07/2020,Bogotá D.C.,2891.978586,Nuevos,Ajuste,Base
133,12/07/2020,Bogotá D.C.,2966.870226,Nuevos,Ajuste,Base
134,13/07/2020,Bogotá D.C.,2821.826933,Nuevos,Ajuste,Base
135,14/07/2020,Bogotá D.C.,3005.54075,Nuevos,Ajuste,Base
136,15/07/2020,Bogotá D.C.,3243.345164,Nuevos,Ajuste,Base
137,16/07/2020,Bogotá D.C.,3065.809026,Nuevos,Ajuste,Base
138,17/07/2020,Bogotá D.C.,2997.626736,Nuevos,Ajuste,Base
139,18/07/2020,Bogotá D.C.,3129.961833,Nuevos,Ajuste,Base
140,19/07/2020,Bogotá D.C.,3201.1568,Nuevos,Ajuste,Base
141,20/07/2020,Bogotá D.C.,3189.412765,Nuevos,Ajuste,Base
142,21/07/2020,Bogotá D.C.,3256.603813,Nuevos,Ajuste,Base
143,22/07/2020,Bogotá D.C.,3441.841839,Nuevos,Ajuste,Base
144,23/07/2020,Bogotá D.C.,3458.742667,Nuevos,Ajuste,Base
145,24/07/2020,Bogotá D.C.,3332.885001,Nuevos,Ajuste,Base
146,25/07/2020,Bogotá D.C.,3305.64256,Nuevos,Ajuste,Base
147,26/07/2020,Bogotá D.C.,3394.39846,Nuevos,Ajuste,Base
148,27/07/2020,Bogotá D.C.,3389.547432,Nuevos,Ajuste,Base
149,28/07/2020,Bogotá D.C.,3508.628412,Nuevos,Ajuste,Base
150,29/07/2020,Bogotá D.C.,3745.159993,Nuevos,Ajuste,Base
151,30/07/2020,Bogotá D.C.,3328.37675,Nuevos,Ajuste,Base
152,31/07/2020,Bogotá D.C.,3108.113271,Nuevos,Ajuste,Base
153,1/08/2020,Bogotá D.C.,3268.395274,Nuevos,Ajuste,Base
154,2/08/2020,Bogotá D.C.,3343.167472,Nuevos,Ajuste,Base
155,3/08/2020,Bogotá D.C.,3373.558374,Nuevos,Ajuste,Base
156,4/08/2020,Bogotá D.C.,3258.676725,Nuevos,Ajuste,Base
157,5/08/2020,Bogotá D.C.,3453.369356,Nuevos,Ajuste,Base
158,6/08/2020,Bogotá D.C.,3384.3859,Nuevos,Ajuste,Base
159,7/08/2020,Bogotá D.C.,3180.254531,Nuevos,Ajuste,Base
160,8/08/2020,Bogotá D.C.,3179.557025,Nuevos,Ajuste,Base
161,9/08/2020,Bogotá D.C.,3104.640646,Nuevos,Ajuste,Base
162,10/08/2020,Bogotá D.C.,3231.850482,Nuevos,Ajuste,Base
163,11/08/2020,Bogotá D.C.,3178.897379,Nuevos,Ajuste,Base
164,12/08/2020,Bogotá D.C.,3116.80719,Nuevos,Ajuste,Base
165,13/08/2020,Bogotá D.C.,2809.545594,Nuevos,Ajuste,Base
166,14/08/2020,Bogotá D.C.,2600.194221,Nuevos,Ajuste,Base
167,15/08/2020,Bogotá D.C.,2556.452007,Nuevos,Ajuste,Base
168,16/08/2020,Bogotá D.C.,2496.482643,Nuevos,Ajuste,Base
169,17/08/2020,Bogotá D.C.,2578.493576,Nuevos,Ajuste,Base
170,18/08/2020,Bogotá D.C.,2674.251363,Nuevos,Ajuste,Base
171,19/08/2020,Bogotá D.C.,2816.4213,Nuevos,Ajuste,Base
172,20/08/2020,Bogotá D.C.,2739.096345,Nuevos,Ajuste,Base
173,21/08/2020,Bogotá D.C.,2350.874063,Nuevos,Ajuste,Base
174,22/08/2020,Bogotá D.C.,2123.759211,Nuevos,Ajuste,Base
175,23/08/2020,Bogotá D.C.,2121.83789,Nuevos,Ajuste,Base
176,24/08/2020,Bogotá D.C.,2132.841813,Nuevos,Ajuste,Base
177,25/08/2020,Bogotá D.C.,2188.543751,Nuevos,Ajuste,Base
178,26/08/2020,Bogotá D.C.,2252.263224,Nuevos,Ajuste,Base
179,27/08/2020,Bogotá D.C.,2137.006913,Nuevos,Ajuste,Base
180,28/08/2020,Bogotá D.C.,1714.166516,Nuevos,Ajuste,Base
188,5/09/2020,Bogotá D.C.,971.4743535,Nuevos,P_Gompertz,Base
189,6/09/2020,Bogotá D.C.,1364.451551,Nuevos,P_Gompertz,Base
190,7/09/2020,Bogotá D.C.,2024.896874,Nuevos,P_Gompertz,Base
191,8/09/2020,Bogotá D.C.,2056.496715,Nuevos,P_Gompertz,Base
192,9/09/2020,Bogotá D.C.,1861.700362,Nuevos,P_Gompertz,Base
193,10/09/2020,Bogotá D.C.,1398.182102,Nuevos,P_Gompertz,Base
194,11/09/2020,Bogotá D.C.,1164.852224,Nuevos,P_Gompertz,Base
195,12/09/2020,Bogotá D.C.,1193.084516,Nuevos,P_Gompertz,Base
196,13/09/2020,Bogotá D.C.,1324.701781,Nuevos,P_Gompertz,Base
197,14/09/2020,Bogotá D.C.,1395.165641,Nuevos,P_Gompertz,Base
