N,Fecha,Ciudad,Valor,Variable,Tipo,Escenario
112,28/06/2020,Cartagena de Indias,227,Nuevos,Real,Base
113,29/06/2020,Cartagena de Indias,181,Nuevos,Real,Base
114,30/06/2020,Cartagena de Indias,359,Nuevos,Real,Base
115,1/07/2020,Cartagena de Indias,399,Nuevos,Real,Base
116,2/07/2020,Cartagena de Indias,322,Nuevos,Real,Base
117,3/07/2020,Cartagena de Indias,252,Nuevos,Real,Base
118,4/07/2020,Cartagena de Indias,196,Nuevos,Real,Base
119,5/07/2020,Cartagena de Indias,242,Nuevos,Real,Base
120,6/07/2020,Cartagena de Indias,246,Nuevos,Real,Base
121,7/07/2020,Cartagena de Indias,213,Nuevos,Real,Base
122,8/07/2020,Cartagena de Indias,235,Nuevos,Real,Base
123,9/07/2020,Cartagena de Indias,218,Nuevos,Real,Base
124,10/07/2020,Cartagena de Indias,321,Nuevos,Real,Base
125,11/07/2020,Cartagena de Indias,197,Nuevos,Real,Base
126,12/07/2020,Cartagena de Indias,156,Nuevos,Real,Base
127,13/07/2020,Cartagena de Indias,277,Nuevos,Real,Base
128,14/07/2020,Cartagena de Indias,169,Nuevos,Real,Base
129,15/07/2020,Cartagena de Indias,264,Nuevos,Real,Base
130,16/07/2020,Cartagena de Indias,275,Nuevos,Real,Base
131,17/07/2020,Cartagena de Indias,182,Nuevos,Real,Base
132,18/07/2020,Cartagena de Indias,110,Nuevos,Real,Base
133,19/07/2020,Cartagena de Indias,127,Nuevos,Real,Base
134,20/07/2020,Cartagena de Indias,141,Nuevos,Real,Base
135,21/07/2020,Cartagena de Indias,98,Nuevos,Real,Base
136,22/07/2020,Cartagena de Indias,138,Nuevos,Real,Base
137,23/07/2020,Cartagena de Indias,177,Nuevos,Real,Base
138,24/07/2020,Cartagena de Indias,319,Nuevos,Real,Base
139,25/07/2020,Cartagena de Indias,172,Nuevos,Real,Base
140,26/07/2020,Cartagena de Indias,122,Nuevos,Real,Base
141,27/07/2020,Cartagena de Indias,182,Nuevos,Real,Base
142,28/07/2020,Cartagena de Indias,171,Nuevos,Real,Base
143,29/07/2020,Cartagena de Indias,198,Nuevos,Real,Base
144,30/07/2020,Cartagena de Indias,136,Nuevos,Real,Base
145,31/07/2020,Cartagena de Indias,150,Nuevos,Real,Base
146,1/08/2020,Cartagena de Indias,118,Nuevos,Real,Base
147,2/08/2020,Cartagena de Indias,231,Nuevos,Real,Base
148,3/08/2020,Cartagena de Indias,82,Nuevos,Real,Base
149,4/08/2020,Cartagena de Indias,74,Nuevos,Real,Base
150,5/08/2020,Cartagena de Indias,107,Nuevos,Real,Base
151,6/08/2020,Cartagena de Indias,108,Nuevos,Real,Base
152,7/08/2020,Cartagena de Indias,76,Nuevos,Real,Base
153,8/08/2020,Cartagena de Indias,72,Nuevos,Real,Base
154,9/08/2020,Cartagena de Indias,74,Nuevos,Real,Base
155,10/08/2020,Cartagena de Indias,240,Nuevos,Real,Base
156,11/08/2020,Cartagena de Indias,70,Nuevos,Real,Base
157,12/08/2020,Cartagena de Indias,127,Nuevos,Real,Base
158,13/08/2020,Cartagena de Indias,65,Nuevos,Real,Base
159,14/08/2020,Cartagena de Indias,117,Nuevos,Real,Base
160,15/08/2020,Cartagena de Indias,98,Nuevos,Real,Base
161,16/08/2020,Cartagena de Indias,51,Nuevos,Real,Base
162,17/08/2020,Cartagena de Indias,111,Nuevos,Real,Base
163,18/08/2020,Cartagena de Indias,83,Nuevos,Real,Base
164,19/08/2020,Cartagena de Indias,97,Nuevos,Real,Base
165,20/08/2020,Cartagena de Indias,49,Nuevos,Real,Base
166,21/08/2020,Cartagena de Indias,90,Nuevos,Real,Base
167,22/08/2020,Cartagena de Indias,43,Nuevos,Real,Base
168,23/08/2020,Cartagena de Indias,22,Nuevos,Real,Base
169,24/08/2020,Cartagena de Indias,34,Nuevos,Real,Base
170,25/08/2020,Cartagena de Indias,23,Nuevos,Real,Base
0,1/03/2020,Cartagena de Indias,1.301431958,Nuevos,Ajuste,Base
1,2/03/2020,Cartagena de Indias,1.352062086,Nuevos,Ajuste,Base
2,6/03/2020,Cartagena de Indias,1.678912287,Nuevos,Ajuste,Base
3,11/03/2020,Cartagena de Indias,2.111467145,Nuevos,Ajuste,Base
4,12/03/2020,Cartagena de Indias,2.131217957,Nuevos,Ajuste,Base
5,13/03/2020,Cartagena de Indias,1.979465428,Nuevos,Ajuste,Base
6,14/03/2020,Cartagena de Indias,2.689633606,Nuevos,Ajuste,Base
7,15/03/2020,Cartagena de Indias,3.082475264,Nuevos,Ajuste,Base
8,16/03/2020,Cartagena de Indias,4.042313586,Nuevos,Ajuste,Base
9,17/03/2020,Cartagena de Indias,4.790491169,Nuevos,Ajuste,Base
10,18/03/2020,Cartagena de Indias,4.292361067,Nuevos,Ajuste,Base
11,19/03/2020,Cartagena de Indias,4.657472979,Nuevos,Ajuste,Base
12,20/03/2020,Cartagena de Indias,4.708454296,Nuevos,Ajuste,Base
13,21/03/2020,Cartagena de Indias,6.027994977,Nuevos,Ajuste,Base
14,22/03/2020,Cartagena de Indias,5.350233276,Nuevos,Ajuste,Base
15,23/03/2020,Cartagena de Indias,5.909990596,Nuevos,Ajuste,Base
16,24/03/2020,Cartagena de Indias,5.622825993,Nuevos,Ajuste,Base
17,25/03/2020,Cartagena de Indias,5.910740734,Nuevos,Ajuste,Base
18,26/03/2020,Cartagena de Indias,6.228438904,Nuevos,Ajuste,Base
19,27/03/2020,Cartagena de Indias,6.572717472,Nuevos,Ajuste,Base
20,28/03/2020,Cartagena de Indias,6.710417171,Nuevos,Ajuste,Base
21,29/03/2020,Cartagena de Indias,7.471252535,Nuevos,Ajuste,Base
22,30/03/2020,Cartagena de Indias,8.518225182,Nuevos,Ajuste,Base
23,31/03/2020,Cartagena de Indias,8.310942661,Nuevos,Ajuste,Base
24,1/04/2020,Cartagena de Indias,8.274929153,Nuevos,Ajuste,Base
25,2/04/2020,Cartagena de Indias,9.959156919,Nuevos,Ajuste,Base
26,3/04/2020,Cartagena de Indias,9.61835968,Nuevos,Ajuste,Base
27,4/04/2020,Cartagena de Indias,10.27971909,Nuevos,Ajuste,Base
28,5/04/2020,Cartagena de Indias,10.69902153,Nuevos,Ajuste,Base
29,6/04/2020,Cartagena de Indias,12.66277474,Nuevos,Ajuste,Base
30,7/04/2020,Cartagena de Indias,13.22626834,Nuevos,Ajuste,Base
31,8/04/2020,Cartagena de Indias,13.20618072,Nuevos,Ajuste,Base
32,9/04/2020,Cartagena de Indias,15.51511373,Nuevos,Ajuste,Base
33,10/04/2020,Cartagena de Indias,15.37148911,Nuevos,Ajuste,Base
34,11/04/2020,Cartagena de Indias,17.44575581,Nuevos,Ajuste,Base
35,12/04/2020,Cartagena de Indias,16.78844785,Nuevos,Ajuste,Base
36,13/04/2020,Cartagena de Indias,18.69472219,Nuevos,Ajuste,Base
37,14/04/2020,Cartagena de Indias,21.50859509,Nuevos,Ajuste,Base
38,15/04/2020,Cartagena de Indias,22.88522606,Nuevos,Ajuste,Base
39,16/04/2020,Cartagena de Indias,24.13376536,Nuevos,Ajuste,Base
40,17/04/2020,Cartagena de Indias,25.35751794,Nuevos,Ajuste,Base
41,18/04/2020,Cartagena de Indias,26.83443973,Nuevos,Ajuste,Base
42,19/04/2020,Cartagena de Indias,27.29058246,Nuevos,Ajuste,Base
43,20/04/2020,Cartagena de Indias,30.12683174,Nuevos,Ajuste,Base
44,21/04/2020,Cartagena de Indias,32.16803451,Nuevos,Ajuste,Base
45,22/04/2020,Cartagena de Indias,33.20046748,Nuevos,Ajuste,Base
46,23/04/2020,Cartagena de Indias,34.99192412,Nuevos,Ajuste,Base
47,24/04/2020,Cartagena de Indias,37.14663542,Nuevos,Ajuste,Base
48,25/04/2020,Cartagena de Indias,38.5631658,Nuevos,Ajuste,Base
49,26/04/2020,Cartagena de Indias,40.62417051,Nuevos,Ajuste,Base
50,27/04/2020,Cartagena de Indias,48.57943958,Nuevos,Ajuste,Base
51,28/04/2020,Cartagena de Indias,49.35938719,Nuevos,Ajuste,Base
52,29/04/2020,Cartagena de Indias,53.5728578,Nuevos,Ajuste,Base
53,30/04/2020,Cartagena de Indias,55.12394198,Nuevos,Ajuste,Base
54,1/05/2020,Cartagena de Indias,60.20461019,Nuevos,Ajuste,Base
55,2/05/2020,Cartagena de Indias,70.10410192,Nuevos,Ajuste,Base
56,3/05/2020,Cartagena de Indias,74.68528183,Nuevos,Ajuste,Base
57,4/05/2020,Cartagena de Indias,75.36488267,Nuevos,Ajuste,Base
58,5/05/2020,Cartagena de Indias,79.49921371,Nuevos,Ajuste,Base
59,6/05/2020,Cartagena de Indias,85.85922737,Nuevos,Ajuste,Base
60,7/05/2020,Cartagena de Indias,89.49321998,Nuevos,Ajuste,Base
61,8/05/2020,Cartagena de Indias,94.5308059,Nuevos,Ajuste,Base
62,9/05/2020,Cartagena de Indias,92.2981784,Nuevos,Ajuste,Base
63,10/05/2020,Cartagena de Indias,100.4241085,Nuevos,Ajuste,Base
64,11/05/2020,Cartagena de Indias,109.1122786,Nuevos,Ajuste,Base
65,12/05/2020,Cartagena de Indias,109.6956546,Nuevos,Ajuste,Base
66,13/05/2020,Cartagena de Indias,122.1306805,Nuevos,Ajuste,Base
67,14/05/2020,Cartagena de Indias,120.8890471,Nuevos,Ajuste,Base
68,15/05/2020,Cartagena de Indias,130.474173,Nuevos,Ajuste,Base
69,16/05/2020,Cartagena de Indias,149.4176767,Nuevos,Ajuste,Base
70,17/05/2020,Cartagena de Indias,153.1318166,Nuevos,Ajuste,Base
71,18/05/2020,Cartagena de Indias,162.1097561,Nuevos,Ajuste,Base
72,19/05/2020,Cartagena de Indias,173.3764825,Nuevos,Ajuste,Base
73,20/05/2020,Cartagena de Indias,174.0138126,Nuevos,Ajuste,Base
74,21/05/2020,Cartagena de Indias,185.8542272,Nuevos,Ajuste,Base
75,22/05/2020,Cartagena de Indias,204.6430503,Nuevos,Ajuste,Base
76,23/05/2020,Cartagena de Indias,184.5878128,Nuevos,Ajuste,Base
77,24/05/2020,Cartagena de Indias,208.6006773,Nuevos,Ajuste,Base
78,25/05/2020,Cartagena de Indias,167.5410267,Nuevos,Ajuste,Base
79,26/05/2020,Cartagena de Indias,158.9384234,Nuevos,Ajuste,Base
80,27/05/2020,Cartagena de Indias,177.4126696,Nuevos,Ajuste,Base
81,28/05/2020,Cartagena de Indias,173.1953362,Nuevos,Ajuste,Base
82,29/05/2020,Cartagena de Indias,171.2065162,Nuevos,Ajuste,Base
83,30/05/2020,Cartagena de Indias,172.2501094,Nuevos,Ajuste,Base
84,31/05/2020,Cartagena de Indias,166.4409473,Nuevos,Ajuste,Base
85,1/06/2020,Cartagena de Indias,160.1852775,Nuevos,Ajuste,Base
86,2/06/2020,Cartagena de Indias,180.2063633,Nuevos,Ajuste,Base
87,3/06/2020,Cartagena de Indias,182.5176517,Nuevos,Ajuste,Base
88,4/06/2020,Cartagena de Indias,211.7522017,Nuevos,Ajuste,Base
89,5/06/2020,Cartagena de Indias,198.9048886,Nuevos,Ajuste,Base
90,6/06/2020,Cartagena de Indias,200.5472645,Nuevos,Ajuste,Base
91,7/06/2020,Cartagena de Indias,207.723622,Nuevos,Ajuste,Base
92,8/06/2020,Cartagena de Indias,203.992426,Nuevos,Ajuste,Base
93,9/06/2020,Cartagena de Indias,222.6792094,Nuevos,Ajuste,Base
94,10/06/2020,Cartagena de Indias,233.1237254,Nuevos,Ajuste,Base
95,11/06/2020,Cartagena de Indias,238.5379122,Nuevos,Ajuste,Base
96,12/06/2020,Cartagena de Indias,227.9890153,Nuevos,Ajuste,Base
97,13/06/2020,Cartagena de Indias,245.7946032,Nuevos,Ajuste,Base
98,14/06/2020,Cartagena de Indias,236.0669924,Nuevos,Ajuste,Base
99,15/06/2020,Cartagena de Indias,232.002472,Nuevos,Ajuste,Base
100,16/06/2020,Cartagena de Indias,240.7851343,Nuevos,Ajuste,Base
101,17/06/2020,Cartagena de Indias,262.9708486,Nuevos,Ajuste,Base
102,18/06/2020,Cartagena de Indias,278.570821,Nuevos,Ajuste,Base
103,19/06/2020,Cartagena de Indias,279.1495372,Nuevos,Ajuste,Base
104,20/06/2020,Cartagena de Indias,265.0012685,Nuevos,Ajuste,Base
105,21/06/2020,Cartagena de Indias,263.2243342,Nuevos,Ajuste,Base
106,22/06/2020,Cartagena de Indias,246.0407983,Nuevos,Ajuste,Base
107,23/06/2020,Cartagena de Indias,252.7913112,Nuevos,Ajuste,Base
108,24/06/2020,Cartagena de Indias,257.5188325,Nuevos,Ajuste,Base
109,25/06/2020,Cartagena de Indias,254.7815918,Nuevos,Ajuste,Base
110,26/06/2020,Cartagena de Indias,257.1012263,Nuevos,Ajuste,Base
111,27/06/2020,Cartagena de Indias,272.0001824,Nuevos,Ajuste,Base
112,28/06/2020,Cartagena de Indias,253.4483457,Nuevos,Ajuste,Base
113,29/06/2020,Cartagena de Indias,247.2893757,Nuevos,Ajuste,Base
114,30/06/2020,Cartagena de Indias,233.4097562,Nuevos,Ajuste,Base
115,1/07/2020,Cartagena de Indias,268.1931924,Nuevos,Ajuste,Base
116,2/07/2020,Cartagena de Indias,291.9193199,Nuevos,Ajuste,Base
117,3/07/2020,Cartagena de Indias,283.578427,Nuevos,Ajuste,Base
118,4/07/2020,Cartagena de Indias,262.8942906,Nuevos,Ajuste,Base
119,5/07/2020,Cartagena de Indias,240.0486,Nuevos,Ajuste,Base
120,6/07/2020,Cartagena de Indias,239.919314,Nuevos,Ajuste,Base
121,7/07/2020,Cartagena de Indias,239.8139047,Nuevos,Ajuste,Base
122,8/07/2020,Cartagena de Indias,231.0581545,Nuevos,Ajuste,Base
123,9/07/2020,Cartagena de Indias,231.2847256,Nuevos,Ajuste,Base
124,10/07/2020,Cartagena de Indias,226.2855686,Nuevos,Ajuste,Base
125,11/07/2020,Cartagena de Indias,246.8724479,Nuevos,Ajuste,Base
126,12/07/2020,Cartagena de Indias,225.7262918,Nuevos,Ajuste,Base
127,13/07/2020,Cartagena de Indias,205.7399074,Nuevos,Ajuste,Base
128,14/07/2020,Cartagena de Indias,223.8827256,Nuevos,Ajuste,Base
129,15/07/2020,Cartagena de Indias,205.2752474,Nuevos,Ajuste,Base
130,16/07/2020,Cartagena de Indias,217.8987795,Nuevos,Ajuste,Base
131,17/07/2020,Cartagena de Indias,224.5016063,Nuevos,Ajuste,Base
132,18/07/2020,Cartagena de Indias,204.2846909,Nuevos,Ajuste,Base
133,19/07/2020,Cartagena de Indias,177.296977,Nuevos,Ajuste,Base
134,20/07/2020,Cartagena de Indias,168.0455182,Nuevos,Ajuste,Base
135,21/07/2020,Cartagena de Indias,165.7684181,Nuevos,Ajuste,Base
136,22/07/2020,Cartagena de Indias,153.2469233,Nuevos,Ajuste,Base
137,23/07/2020,Cartagena de Indias,155.5699457,Nuevos,Ajuste,Base
138,24/07/2020,Cartagena de Indias,164.0878589,Nuevos,Ajuste,Base
139,25/07/2020,Cartagena de Indias,199.2345277,Nuevos,Ajuste,Base
140,26/07/2020,Cartagena de Indias,178.7281044,Nuevos,Ajuste,Base
141,27/07/2020,Cartagena de Indias,156.6444651,Nuevos,Ajuste,Base
142,28/07/2020,Cartagena de Indias,159.4558435,Nuevos,Ajuste,Base
143,29/07/2020,Cartagena de Indias,156.5583632,Nuevos,Ajuste,Base
144,30/07/2020,Cartagena de Indias,160.028876,Nuevos,Ajuste,Base
145,31/07/2020,Cartagena de Indias,145.5772514,Nuevos,Ajuste,Base
146,1/08/2020,Cartagena de Indias,141.0383834,Nuevos,Ajuste,Base
147,2/08/2020,Cartagena de Indias,130.1170181,Nuevos,Ajuste,Base
148,3/08/2020,Cartagena de Indias,150.1596343,Nuevos,Ajuste,Base
149,4/08/2020,Cartagena de Indias,122.7289388,Nuevos,Ajuste,Base
150,5/08/2020,Cartagena de Indias,107.5195106,Nuevos,Ajuste,Base
151,6/08/2020,Cartagena de Indias,107.1649316,Nuevos,Ajuste,Base
152,7/08/2020,Cartagena de Indias,105.8353653,Nuevos,Ajuste,Base
153,8/08/2020,Cartagena de Indias,96.4361484,Nuevos,Ajuste,Base
154,9/08/2020,Cartagena de Indias,90.07572444,Nuevos,Ajuste,Base
155,10/08/2020,Cartagena de Indias,86.45660533,Nuevos,Ajuste,Base
156,11/08/2020,Cartagena de Indias,122.1878381,Nuevos,Ajuste,Base
157,12/08/2020,Cartagena de Indias,96.88774444,Nuevos,Ajuste,Base
158,13/08/2020,Cartagena de Indias,97.93692958,Nuevos,Ajuste,Base
159,14/08/2020,Cartagena de Indias,82.7743967,Nuevos,Ajuste,Base
160,15/08/2020,Cartagena de Indias,87.12204047,Nuevos,Ajuste,Base
161,16/08/2020,Cartagena de Indias,83.45433354,Nuevos,Ajuste,Base
162,17/08/2020,Cartagena de Indias,69.83489131,Nuevos,Ajuste,Base
163,18/08/2020,Cartagena de Indias,76.81354181,Nuevos,Ajuste,Base
164,19/08/2020,Cartagena de Indias,72.29675086,Nuevos,Ajuste,Base
165,20/08/2020,Cartagena de Indias,72.59572282,Nuevos,Ajuste,Base
166,21/08/2020,Cartagena de Indias,60.60158959,Nuevos,Ajuste,Base
167,22/08/2020,Cartagena de Indias,64.00533323,Nuevos,Ajuste,Base
168,23/08/2020,Cartagena de Indias,53.65869475,Nuevos,Ajuste,Base
169,24/08/2020,Cartagena de Indias,43.42937645,Nuevos,Ajuste,Base
170,25/08/2020,Cartagena de Indias,40.9575349,Nuevos,Ajuste,Base
178,2/09/2020,Cartagena de Indias,36.53479171,Nuevos,P_Gompertz,Base
179,3/09/2020,Cartagena de Indias,37.00362726,Nuevos,P_Gompertz,Base
180,4/09/2020,Cartagena de Indias,36.58772122,Nuevos,P_Gompertz,Base
181,5/09/2020,Cartagena de Indias,35.61421071,Nuevos,P_Gompertz,Base
182,6/09/2020,Cartagena de Indias,34.30036973,Nuevos,P_Gompertz,Base
183,7/09/2020,Cartagena de Indias,32.79024795,Nuevos,P_Gompertz,Base
184,8/09/2020,Cartagena de Indias,31.17908078,Nuevos,P_Gompertz,Base
185,9/09/2020,Cartagena de Indias,29.52955389,Nuevos,P_Gompertz,Base
186,10/09/2020,Cartagena de Indias,27.88264176,Nuevos,P_Gompertz,Base
187,11/09/2020,Cartagena de Indias,26.2648318,Nuevos,P_Gompertz,Base
188,12/09/2020,Cartagena de Indias,24.69294077,Nuevos,P_Gompertz,Base
189,13/09/2020,Cartagena de Indias,23.17732718,Nuevos,P_Gompertz,Base
190,14/09/2020,Cartagena de Indias,21.72403506,Nuevos,P_Gompertz,Base
191,15/09/2020,Cartagena de Indias,20.33622581,Nuevos,P_Gompertz,Base
192,16/09/2020,Cartagena de Indias,19.01513543,Nuevos,P_Gompertz,Base
193,17/09/2020,Cartagena de Indias,17.76071562,Nuevos,P_Gompertz,Base
194,18/09/2020,Cartagena de Indias,16.57206388,Nuevos,P_Gompertz,Base
195,19/09/2020,Cartagena de Indias,15.44771299,Nuevos,P_Gompertz,Base
196,20/09/2020,Cartagena de Indias,14.38582652,Nuevos,P_Gompertz,Base
197,21/09/2020,Cartagena de Indias,13.38433157,Nuevos,P_Gompertz,Base
198,22/09/2020,Cartagena de Indias,12.44100946,Nuevos,P_Gompertz,Base
199,23/09/2020,Cartagena de Indias,11.5535582,Nuevos,P_Gompertz,Base
200,24/09/2020,Cartagena de Indias,10.71963597,Nuevos,P_Gompertz,Base
201,25/09/2020,Cartagena de Indias,9.936891697,Nuevos,P_Gompertz,Base
202,26/09/2020,Cartagena de Indias,9.202986937,Nuevos,P_Gompertz,Base
203,27/09/2020,Cartagena de Indias,8.515611669,Nuevos,P_Gompertz,Base
204,28/09/2020,Cartagena de Indias,7.872495916,Nuevos,P_Gompertz,Base
205,29/09/2020,Cartagena de Indias,7.271418397,Nuevos,P_Gompertz,Base
206,30/09/2020,Cartagena de Indias,6.710213032,Nuevos,P_Gompertz,Base
207,1/10/2020,Cartagena de Indias,6.186773858,Nuevos,P_Gompertz,Base
178,2/09/2020,Cartagena de Indias,36.53479171,Nuevos,P_Final,Base
179,3/09/2020,Cartagena de Indias,37.00362726,Nuevos,P_Final,Base
180,4/09/2020,Cartagena de Indias,36.58772122,Nuevos,P_Final,Base
181,5/09/2020,Cartagena de Indias,35.61421071,Nuevos,P_Final,Base
182,6/09/2020,Cartagena de Indias,34.30036973,Nuevos,P_Final,Base
183,7/09/2020,Cartagena de Indias,32.79024795,Nuevos,P_Final,Base
184,8/09/2020,Cartagena de Indias,31.17908078,Nuevos,P_Final,Base
185,9/09/2020,Cartagena de Indias,29.52955389,Nuevos,P_Final,Base
186,10/09/2020,Cartagena de Indias,27.88264176,Nuevos,P_Final,Base
187,11/09/2020,Cartagena de Indias,26.2648318,Nuevos,P_Final,Base
188,12/09/2020,Cartagena de Indias,24.69294077,Nuevos,P_Final,Base
189,13/09/2020,Cartagena de Indias,23.17732718,Nuevos,P_Final,Base
190,14/09/2020,Cartagena de Indias,21.72403506,Nuevos,P_Final,Base
191,15/09/2020,Cartagena de Indias,20.33622581,Nuevos,P_Final,Base
192,16/09/2020,Cartagena de Indias,19.01513543,Nuevos,P_Final,Base
193,17/09/2020,Cartagena de Indias,17.76071562,Nuevos,P_Final,Base
194,18/09/2020,Cartagena de Indias,20.86148228,Nuevos,P_Final,Base
195,19/09/2020,Cartagena de Indias,24.49615457,Nuevos,P_Final,Base
196,20/09/2020,Cartagena de Indias,28.66221396,Nuevos,P_Final,Base
197,21/09/2020,Cartagena de Indias,33.35793182,Nuevos,P_Final,Base
198,22/09/2020,Cartagena de Indias,38.58252517,Nuevos,P_Final,Base
199,23/09/2020,Cartagena de Indias,44.33625533,Nuevos,P_Final,Base
200,24/09/2020,Cartagena de Indias,50.62049235,Nuevos,P_Final,Base
201,25/09/2020,Cartagena de Indias,57.4377549,Nuevos,P_Final,Base
202,26/09/2020,Cartagena de Indias,64.79172951,Nuevos,P_Final,Base
203,27/09/2020,Cartagena de Indias,72.68728606,Nuevos,P_Final,Base
204,28/09/2020,Cartagena de Indias,81.1304911,Nuevos,P_Final,Base
205,29/09/2020,Cartagena de Indias,90.12859224,Nuevos,P_Final,Base
206,30/09/2020,Cartagena de Indias,99.69001821,Nuevos,P_Final,Base
207,1/10/2020,Cartagena de Indias,109.8243773,Nuevos,P_Final,Base
178,2/09/2020,Cartagena de Indias,108.8284114,Nuevos,LS,Base
179,3/09/2020,Cartagena de Indias,109.2972469,Nuevos,LS,Base
180,4/09/2020,Cartagena de Indias,108.8813409,Nuevos,LS,Base
181,5/09/2020,Cartagena de Indias,107.9078304,Nuevos,LS,Base
182,6/09/2020,Cartagena de Indias,106.5939894,Nuevos,LS,Base
183,7/09/2020,Cartagena de Indias,105.0838676,Nuevos,LS,Base
184,8/09/2020,Cartagena de Indias,103.4727004,Nuevos,LS,Base
185,9/09/2020,Cartagena de Indias,101.8231735,Nuevos,LS,Base
186,10/09/2020,Cartagena de Indias,100.1762614,Nuevos,LS,Base
187,11/09/2020,Cartagena de Indias,98.55845145,Nuevos,LS,Base
188,12/09/2020,Cartagena de Indias,96.98656043,Nuevos,LS,Base
189,13/09/2020,Cartagena de Indias,95.47094683,Nuevos,LS,Base
190,14/09/2020,Cartagena de Indias,94.01765471,Nuevos,LS,Base
191,15/09/2020,Cartagena de Indias,92.62984546,Nuevos,LS,Base
192,16/09/2020,Cartagena de Indias,91.30875509,Nuevos,LS,Base
193,17/09/2020,Cartagena de Indias,90.05433528,Nuevos,LS,Base
194,18/09/2020,Cartagena de Indias,93.15510193,Nuevos,LS,Base
195,19/09/2020,Cartagena de Indias,96.78977423,Nuevos,LS,Base
196,20/09/2020,Cartagena de Indias,100.9558336,Nuevos,LS,Base
197,21/09/2020,Cartagena de Indias,105.6515515,Nuevos,LS,Base
198,22/09/2020,Cartagena de Indias,110.8761448,Nuevos,LS,Base
199,23/09/2020,Cartagena de Indias,116.629875,Nuevos,LS,Base
200,24/09/2020,Cartagena de Indias,122.914112,Nuevos,LS,Base
201,25/09/2020,Cartagena de Indias,129.7313746,Nuevos,LS,Base
202,26/09/2020,Cartagena de Indias,137.0853492,Nuevos,LS,Base
203,27/09/2020,Cartagena de Indias,144.9809057,Nuevos,LS,Base
204,28/09/2020,Cartagena de Indias,153.4241108,Nuevos,LS,Base
205,29/09/2020,Cartagena de Indias,162.4222119,Nuevos,LS,Base
206,30/09/2020,Cartagena de Indias,171.9836379,Nuevos,LS,Base
207,1/10/2020,Cartagena de Indias,182.117997,Nuevos,LS,Base
178,2/09/2020,Cartagena de Indias,-35.75882794,Nuevos,LI,Base
179,3/09/2020,Cartagena de Indias,-35.28999239,Nuevos,LI,Base
180,4/09/2020,Cartagena de Indias,-35.70589843,Nuevos,LI,Base
181,5/09/2020,Cartagena de Indias,-36.67940895,Nuevos,LI,Base
182,6/09/2020,Cartagena de Indias,-37.99324993,Nuevos,LI,Base
183,7/09/2020,Cartagena de Indias,-39.50337171,Nuevos,LI,Base
184,8/09/2020,Cartagena de Indias,-41.11453888,Nuevos,LI,Base
185,9/09/2020,Cartagena de Indias,-42.76406577,Nuevos,LI,Base
186,10/09/2020,Cartagena de Indias,-44.4109779,Nuevos,LI,Base
187,11/09/2020,Cartagena de Indias,-46.02878785,Nuevos,LI,Base
188,12/09/2020,Cartagena de Indias,-47.60067888,Nuevos,LI,Base
189,13/09/2020,Cartagena de Indias,-49.11629248,Nuevos,LI,Base
190,14/09/2020,Cartagena de Indias,-50.56958459,Nuevos,LI,Base
191,15/09/2020,Cartagena de Indias,-51.95739385,Nuevos,LI,Base
192,16/09/2020,Cartagena de Indias,-53.27848422,Nuevos,LI,Base
193,17/09/2020,Cartagena de Indias,-54.53290403,Nuevos,LI,Base
194,18/09/2020,Cartagena de Indias,-51.43213737,Nuevos,LI,Base
195,19/09/2020,Cartagena de Indias,-47.79746508,Nuevos,LI,Base
196,20/09/2020,Cartagena de Indias,-43.63140569,Nuevos,LI,Base
197,21/09/2020,Cartagena de Indias,-38.93568783,Nuevos,LI,Base
198,22/09/2020,Cartagena de Indias,-33.71109449,Nuevos,LI,Base
199,23/09/2020,Cartagena de Indias,-27.95736432,Nuevos,LI,Base
200,24/09/2020,Cartagena de Indias,-21.67312731,Nuevos,LI,Base
201,25/09/2020,Cartagena de Indias,-14.85586476,Nuevos,LI,Base
202,26/09/2020,Cartagena de Indias,-7.501890147,Nuevos,LI,Base
203,27/09/2020,Cartagena de Indias,0.39366641,Nuevos,LI,Base
204,28/09/2020,Cartagena de Indias,8.836871447,Nuevos,LI,Base
205,29/09/2020,Cartagena de Indias,17.83497258,Nuevos,LI,Base
206,30/09/2020,Cartagena de Indias,27.39639855,Nuevos,LI,Base
207,1/10/2020,Cartagena de Indias,37.53075769,Nuevos,LI,Base
0,1/03/2020,Cartagena de Indias,1,Activos,Real,Base
1,2/03/2020,Cartagena de Indias,3,Activos,Real,Base
2,6/03/2020,Cartagena de Indias,6,Activos,Real,Base
3,11/03/2020,Cartagena de Indias,8,Activos,Real,Base
4,12/03/2020,Cartagena de Indias,9,Activos,Real,Base
5,13/03/2020,Cartagena de Indias,13,Activos,Real,Base
6,14/03/2020,Cartagena de Indias,17,Activos,Real,Base
7,15/03/2020,Cartagena de Indias,24,Activos,Real,Base
8,16/03/2020,Cartagena de Indias,32,Activos,Real,Base
9,17/03/2020,Cartagena de Indias,35,Activos,Real,Base
10,18/03/2020,Cartagena de Indias,41,Activos,Real,Base
11,19/03/2020,Cartagena de Indias,46,Activos,Real,Base
12,20/03/2020,Cartagena de Indias,56,Activos,Real,Base
13,21/03/2020,Cartagena de Indias,60,Activos,Real,Base
14,22/03/2020,Cartagena de Indias,67,Activos,Real,Base
15,23/03/2020,Cartagena de Indias,71,Activos,Real,Base
